학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000003575,격동초등학교,초등학교,2001-09-01,공립,본교,운영,울산광역시 남구 옥동 259,울산광역시 남구 문수로 344번길 4,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.53399813,129.2901885,2021-03-25
B000012732,광탄고등학교,고등학교,1975-11-14,사립,본교,운영,경기도 파주시 광탄면 신산리 232,경기도 파주시 광탄면 혜음로1128번길 16,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2020-09-22,37.78317499,126.8487861,2021-03-25
B000004480,다솜초등학교,초등학교,2006-09-01,공립,본교,운영,경기도 고양시 일산동구 풍동 1232,경기도 고양시 일산동구 숲속마을로 139,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.67250709,126.7966637,2021-03-25
B000011535,일산국제컨벤션고등학교,고등학교,1994-03-01,공립,본교,운영,경기도 고양시 일산서구 주엽동 41,경기도 고양시 일산서구 고봉로 133,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.67258802,126.7721437,2021-03-25
B000004574,용신초등학교,초등학교,2000-05-10,공립,본교,운영,경기도 남양주시 진건읍 신월리 87,경기도 남양주시 진건읍 사릉로 474,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2020-09-22,37.66078473,127.1729905,2021-03-25
B000012203,능인고등학교,고등학교,1939-10-09,사립,본교,운영,대구광역시 수성구 지산동 800,대구광역시 수성구 무학로 207,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.83164247,128.6324923,2021-03-25
B000007429,매화초등학교,초등학교,1923-04-01,공립,본교,운영,경상북도 울진군 매화면 매화리 1135,경상북도 울진군 매화면 매화4길 21-4,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2020-09-22,36.91388175,129.3814541,2021-03-25
B000013177,경북간호고등학교,고등학교,1982-11-30,사립,본교,운영,경상북도 포항시 북구 죽장면 입암리 650-1,경상북도 포항시 북구 죽장면 일광길 2,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2020-09-22,36.16382588,129.0930431,2021-03-25
B000004731,광사초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 양주시 광사동 660,경기도 양주시 고읍남로191번길 12,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.79113573,127.0837993,2021-03-25
B000003602,문수초등학교,초등학교,1948-09-01,공립,본교,운영,울산광역시 울주군 청량읍 율리 390,울산광역시 울주군 청량읍 청송길 8,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5191632,129.2405385,2021-03-25
B000007528,삼계초등학교,초등학교,1967-06-15,공립,본교,운영,경상남도 창원시 마산회원구 내서읍 삼계리 665,경상남도 창원시 마산회원구 내서읍 삼계로 36,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.23228598,128.5007639,2021-03-25
B000009085,일산중학교,중학교,1985-03-13,공립,본교,운영,울산광역시 동구 일산동 437-3,울산광역시 동구 진성15길 15,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.50603526,129.4229189,2021-03-25
B000003524,일산초등학교,초등학교,1982-03-02,공립,본교,운영,울산광역시 동구 일산동 452,울산광역시 동구 진성12길 11,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.50521208,129.4259317,2021-03-25
B000007715,송진초등학교,초등학교,1946-07-01,공립,본교,운영,경상남도 밀양시 삼랑진읍 송지리 413-1,경상남도 밀양시 삼랑진읍 삼랑진로 206,9010000,경상남도교육청,9101000,경상남도밀양교육지원청,2013-11-29,2020-09-22,35.39502532,128.836764,2021-03-25
B000004226,노진초등학교,초등학교,1971-03-17,공립,본교,운영,경기도 화성시 장안면 노진리 506-6,경기도 화성시 장안면 화곡로 166,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2020-09-22,37.05139403,126.8089368,2021-03-25
B000008369,역삼중학교,중학교,1985-03-05,공립,본교,운영,서울특별시 강남구 역삼동 767-20,서울특별시 강남구 도곡로43길 10,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49564471,127.0488444,2021-03-25
B000011398,경북공업고등학교,고등학교,1955-04-20,사립,본교,운영,대구광역시 중구 남산동 2380-5,대구광역시 중구 남산로 20,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.85818735,128.5838336,2021-03-25
B000026015,언양초등학교,초등학교,1913-04-01,공립,본교,운영,울산광역시 울주군 언양읍 동부리 407-7,울산광역시 울주군 언양읍 북문8길 49,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.57192458,129.1261927,2021-03-25
B000004734,덕계초등학교,초등학교,2004-09-01,공립,본교,운영,경기도 양주시 덕계동 524-9,경기도 양주시 평화로1489번길 29,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.82329411,127.0475541,2021-03-25
B000008698,매천중학교,중학교,2008-03-01,공립,본교,운영,대구광역시 북구 태전동 1128,대구광역시 북구 매전로 56,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.91083352,128.5474028,2021-03-25
B000011304,휘경공업고등학교,고등학교,1998-07-02,공립,본교,운영,서울특별시 동대문구 휘경동 49-327,서울특별시 동대문구 겸재로 21,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.58521558,127.0700007,2021-03-25
B000009804,근덕중학교,중학교,1951-09-01,공립,본교,운영,강원도 삼척시 근덕면 교가리 540,강원도 삼척시 근덕면 삼척로 3700,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.38501788,129.2254999,2021-03-25
B000009532,만정중학교,중학교,2011-03-01,공립,본교,운영,경기도 안성시 공도읍 만정리 779-1,경기도 안성시 공도읍 송원길 21-6,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,37.0082977,127.173112,2021-03-25
B000004553,토당초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 고양시 덕양구 토당동 409-12,경기도 고양시 덕양구 행신로 90,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.61729369,126.8263013,2021-03-25
B000004577,금남초등학교,초등학교,1966-03-10,공립,본교,운영,경기도 남양주시 화도읍 금남리 372,경기도 남양주시 화도읍 북한강로 1506,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2020-09-22,37.64398208,127.3623342,2021-03-25
B000026193,여수웅천중학교,중학교,2015-03-03,공립,본교,운영,전라남도 여수시 웅천동 1672,전라남도 여수시 웅천북로 24,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2020-09-22,34.75093933,127.6749912,2021-03-25
B000022565,원흥초등학교,초등학교,2020-09-01,공립,본교,운영,경기도 고양시 덕양구 원흥동 618,경기도 고양시 덕양구 원흥1로 26,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-12-08,37.65088014,126.868605,2021-03-25
B000007367,왜관동부초등학교,초등학교,1974-03-02,공립,본교,운영,경상북도 칠곡군 왜관읍 왜관리 694,경상북도 칠곡군 왜관읍 평장3길 31-4,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2020-09-22,35.98549982,128.4073011,2021-03-25
B000007423,죽변초등학교,초등학교,1937-09-25,공립,본교,운영,경상북도 울진군 죽변면 죽변리 190,경상북도 울진군 죽변면 죽변3길 17,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2020-09-22,37.06338883,129.4212042,2021-03-25
B000013544,안산동산고등학교,고등학교,1995-03-01,사립,본교,운영,경기도 안산시 상록구 본오동 968-1,경기도 안산시 상록구 충장로 56,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2020-09-22,37.28677955,126.8578501,2021-03-25
B000009306,안산부곡중학교,중학교,1995-03-04,공립,본교,운영,경기도 안산시 상록구 부곡동 693,경기도 안산시 상록구 부곡로 15,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2020-09-22,37.32367971,126.85865,2021-03-25
B000012745,동남고등학교,고등학교,1959-03-21,사립,본교,운영,경기도 포천시 소흘읍 송우리 537-1,경기도 포천시 소흘읍 솔모루로3번길 69,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2020-09-22,37.82790595,127.1350994,2021-03-25
B000012214,성서고등학교,고등학교,1996-11-09,공립,본교,운영,대구광역시 달서구 용산동 501-1,대구광역시 달서구 선원로 221,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.85969577,128.516043,2021-03-25
B000004567,남양주동곡초등학교,초등학교,1996-09-30,공립,본교,운영,경기도 남양주시 금곡동 624,경기도 남양주시 홍유릉로248번길 56,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2020-09-22,37.62860418,127.2038561,2021-03-25
B000013294,마산가포고등학교,고등학교,1996-02-23,공립,본교,운영,경상남도 창원시 마산합포구 가포동 494-1,경상남도 창원시 마산합포구 가포로 262,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.16755793,128.5712086,2021-03-25
B000003538,농서초등학교,초등학교,1945-06-01,공립,본교,운영,울산광역시 북구 달천동 1-19,울산광역시 북구 가재길 57,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.63176905,129.3299606,2021-03-25
B000012696,진건고등학교,고등학교,2001-06-05,공립,본교,운영,경기도 남양주시 진건읍 송능리 62-1,경기도 남양주시 진건읍 진건오남로 369-1,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2013-11-29,2020-09-22,37.67384309,127.1981592,2021-03-25
B000002907,대구신당초등학교,초등학교,1994-09-01,공립,본교,운영,대구광역시 달서구 신당동 1844-2,대구광역시 달서구 서당로 14,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.85297315,128.4962674,2021-03-25
B000002914,대구용전초등학교,초등학교,1999-09-01,공립,본교,운영,대구광역시 달서구 용산동 913,대구광역시 달서구 용산로 260,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.86086449,128.530859,2021-03-25
B000012423,울산경의고등학교,고등학교,1966-06-04,사립,본교,운영,울산광역시 울주군 상북면 산전리 435,울산광역시 울주군 상북면 상북로 248,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.58879051,129.0934918,2021-03-25
B000004784,외북초등학교,초등학교,1946-12-01,공립,본교,운영,경기도 포천시 신북면 계류리 54-3,경기도 포천시 신북면 포천로 2199,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2020-09-22,37.94656256,127.1874841,2021-03-25
B000004096,시흥도원초등학교,초등학교,2003-04-01,공립,본교,운영,경기도 시흥시 신천동 438-1,경기도 시흥시 수인로3413번길 34,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.4397036,126.7777517,2021-03-25
B000009396,시흥매화중학교,중학교,2008-03-01,공립,본교,운영,경기도 시흥시 매화동 269,경기도 시흥시 매화로 71,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.41303356,126.8150557,2021-03-25
B000011742,경북드론고등학교,고등학교,1993-03-01,공립,본교,운영,경상북도 청도군 풍각면 송서리 553-6,경상북도 청도군 풍각면 헐티로 185,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2020-09-22,35.64086586,128.6203325,2021-03-25
B000002082,서울대학교사범대학부설초등학교,초등학교,1946-08-22,국립,본교,운영,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57778205,127.0029147,2021-03-25
B000012367,대전둔원고등학교,고등학교,2003-03-01,공립,본교,운영,대전광역시 서구 갈마동 1243,대전광역시 서구 대덕대로 101,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.34261583,127.3733872,2021-03-25
B000009027,대전둔원중학교,중학교,1995-03-04,공립,본교,운영,대전광역시 서구 갈마동 1416,대전광역시 서구 괴정로11번길 73,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.34237789,127.3766789,2021-03-25
B000007419,울진초등학교,초등학교,1912-05-25,공립,본교,운영,경상북도 울진군 울진읍 읍내리 479,경상북도 울진군 울진읍 울진중앙로 143,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2020-09-22,36.99527021,129.399994,2021-03-25
B000023776,유가중학교,중학교,2017-03-01,공립,본교,운영,대구광역시 달성군 유가읍 봉리 626,대구광역시 달성군 유가읍 테크노대로5길 20,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.69125928,128.4675774,2021-03-25
